date,time,DOY,Ta,RH,Rg
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[K],[%],[W/m^2]
2019-04-25,00:30,115.0208,297.462,24.0339,0.997540
2019-04-25,01:00,115.0416,297.459,24.3758,0.982703
2019-04-25,01:30,115.0624,297.441,24.6646,0.990124
2019-04-25,02:00,115.0833,297.414,25.0248,0.988783
2019-04-25,02:30,115.1041,297.415,25.2114,0.988783
2019-04-25,03:00,115.1249,297.414,25.2214,0.989458
2019-04-25,03:30,115.1458,297.373,25.1194,0.988784
2019-04-25,04:00,115.1666,297.341,25.0716,0.980689
2019-04-25,04:30,115.1874,297.303,24.9939,0.982047
2019-04-25,05:00,115.2082,297.256,28.9534,0.973279
2019-04-25,05:30,115.2291,-9999,-9999,-9999
2019-04-25,06:00,115.2499,-9999,-9999,-9999
2019-04-25,06:30,115.2707,-9999,-9999,-9999
2019-04-25,07:00,115.2916,-9999,-9999,-9999
2019-04-25,07:30,115.3124,-9999,-9999,-9999
2019-04-25,08:00,115.3332,-9999,-9999,-9999
2019-04-25,08:30,115.3541,-9999,-9999,-9999
2019-04-25,09:00,115.3749,-9999,-9999,-9999
2019-04-25,09:30,115.3957,-9999,-9999,-9999
2019-04-25,10:00,115.4166,-9999,-9999,-9999
2019-04-25,10:30,115.4374,-9999,-9999,-9999
2019-04-25,11:00,115.4582,-9999,-9999,-9999
2019-04-25,11:30,115.4790,-9999,-9999,-9999
2019-04-25,12:00,115.4999,-9999,-9999,-9999
2019-04-25,12:30,115.5207,-9999,-9999,-9999
2019-04-25,13:00,115.5415,-9999,-9999,-9999
2019-04-25,13:30,115.5624,-9999,-9999,-9999
2019-04-25,14:00,115.5832,-9999,-9999,-9999
2019-04-25,14:30,115.6040,-9999,-9999,-9999
2019-04-25,15:00,115.6249,-9999,-9999,-9999
2019-04-25,15:30,115.6457,282.588,29.9054,428.927
2019-04-25,16:00,115.6665,282.614,30.7300,463.603
2019-04-25,16:30,115.6873,283.072,27.2035,580.439
2019-04-25,17:00,115.7082,283.306,29.1273,484.254
2019-04-25,17:30,115.7290,283.101,29.1578,360.004
2019-04-25,18:00,115.7498,282.904,28.2568,190.381
2019-04-25,18:30,115.7707,282.127,29.0614,83.3581
2019-04-25,19:00,115.7915,281.173,44.4329,15.3382
2019-04-25,19:30,115.8123,279.385,47.7890,-4.15818
2019-04-25,20:00,115.8332,279.142,48.6325,-3.44753
2019-04-25,20:30,115.8540,278.732,48.7356,-3.52630
2019-04-25,21:00,115.8748,278.219,47.5743,-4.26424
2019-04-25,21:30,115.8956,277.684,44.9201,-3.49132
2019-04-25,22:00,115.9165,276.714,44.3063,-4.25164
2019-04-25,22:30,115.9373,277.113,46.4671,-4.18358
2019-04-25,23:00,115.9581,276.554,50.3966,-4.45284
2019-04-25,23:30,115.9790,276.323,51.1957,-3.73881
2019-04-26,00:00,116.0000,276.373,51.7097,-3.87543
2019-04-26,00:30,116.0208,276.696,49.7738,-3.06867
2019-04-26,01:00,116.0416,276.985,50.4972,-3.89701
2019-04-26,01:30,116.0624,276.879,52.1008,-3.77727
2019-04-26,02:00,116.0833,276.671,53.3357,-3.89361
2019-04-26,02:30,116.1041,276.387,56.9719,-4.14110
2019-04-26,03:00,116.1249,276.216,57.5632,-4.05528
2019-04-26,03:30,116.1458,276.496,58.6681,-3.99851
2019-04-26,04:00,116.1666,276.496,61.2773,-4.17967
2019-04-26,04:30,116.1874,276.822,61.9183,-4.10579
2019-04-26,05:00,116.2082,276.957,62.0127,-3.96704
2019-04-26,05:30,116.2291,276.480,63.0056,6.22241
2019-04-26,06:00,116.2499,276.837,58.9689,77.6400
2019-04-26,06:30,116.2707,277.604,58.2582,184.634
2019-04-26,07:00,116.2916,278.168,53.9303,296.520
2019-04-26,07:30,116.3124,279.526,47.5696,408.605
2019-04-26,08:00,116.3332,280.704,42.9957,517.591
2019-04-26,08:30,116.3541,281.789,40.1125,623.479
2019-04-26,09:00,116.3749,282.305,39.5274,721.903
2019-04-26,09:30,116.3957,282.626,39.0168,775.004
2019-04-26,10:00,116.4166,282.978,38.7669,848.615
2019-04-26,10:30,116.4374,283.550,36.3843,894.437
2019-04-26,11:00,116.4582,283.745,32.6710,800.410
2019-04-26,11:30,116.4790,283.824,36.4316,591.440
2019-04-26,12:00,116.4999,283.736,34.3229,724.560
2019-04-26,12:30,116.5207,284.387,33.9693,1009.45
2019-04-26,13:00,116.5415,284.918,31.2357,969.255
2019-04-26,13:30,116.5624,285.283,31.1691,908.205
2019-04-26,14:00,116.5832,285.290,28.3156,764.950
2019-04-26,14:30,116.6040,285.844,29.2242,707.630
2019-04-26,15:00,116.6249,284.516,50.4911,132.769
2019-04-26,15:30,116.6457,278.191,90.3560,116.598
2019-04-26,16:00,116.6665,275.458,95.8088,27.0476
2019-04-26,16:30,116.6873,274.816,98.0618,72.9084
2019-04-26,17:00,116.7082,275.433,98.0165,259.287
2019-04-26,17:30,116.7290,275.773,94.7836,198.484
2019-04-26,18:00,116.7498,276.368,94.7376,156.502
2019-04-26,18:30,116.7707,275.922,97.1433,23.0129
2019-04-26,19:00,116.7915,274.850,99.2206,-0.453661
2019-04-26,19:30,116.8123,273.432,99.9270,-0.718708
2019-04-26,20:00,116.8332,273.732,99.9444,-1.64305
2019-04-26,20:30,116.8540,273.982,99.1480,-0.987900
2019-04-26,21:00,116.8748,273.952,98.5860,-0.675501
2019-04-26,21:30,116.8956,274.410,96.7858,0.197444
2019-04-26,22:00,116.9165,274.231,97.9295,-0.510508
2019-04-26,22:30,116.9373,274.401,95.7301,-1.60792
2019-04-26,23:00,116.9581,274.338,95.9107,-2.53901
2019-04-26,23:30,116.9790,274.544,95.3982,-2.31388
2019-04-27,00:00,117.0000,274.493,94.2366,-2.12319
2019-04-27,00:30,117.0208,274.297,92.0395,-2.59789
2019-04-27,01:00,117.0416,274.097,90.2755,-3.36947
2019-04-27,01:30,117.0624,273.877,88.4333,-4.03492
2019-04-27,02:00,117.0833,273.570,85.8397,-4.19666
2019-04-27,02:30,117.1041,273.315,81.0546,-4.90747
2019-04-27,03:00,117.1249,273.125,79.4197,-4.61682
2019-04-27,03:30,117.1458,272.987,83.0572,-4.39855
2019-04-27,04:00,117.1666,272.866,84.2824,-4.67317
2019-04-27,04:30,117.1874,272.616,84.3503,-4.69761
2019-04-27,05:00,117.2082,272.239,88.2320,-4.47452
2019-04-27,05:30,117.2291,271.796,90.1783,5.42965
2019-04-27,06:00,117.2499,272.046,85.6968,85.6119
2019-04-27,06:30,117.2707,272.588,81.1499,192.111
2019-04-27,07:00,117.2916,273.272,72.2137,296.789
2019-04-27,07:30,117.3124,274.187,67.6405,410.938
2019-04-27,08:00,117.3332,275.065,62.0532,533.556
2019-04-27,08:30,117.3541,276.069,56.0912,642.864
2019-04-27,09:00,117.3749,277.147,42.8090,735.086
2019-04-27,09:30,117.3957,277.818,41.6486,781.153
2019-04-27,10:00,117.4166,278.319,35.4967,873.245
2019-04-27,10:30,117.4374,278.503,38.0915,945.056
2019-04-27,11:00,117.4582,278.856,35.7824,997.168
2019-04-27,11:30,117.4790,278.970,35.0564,902.492
2019-04-27,12:00,117.4999,279.399,38.0677,982.468
2019-04-27,12:30,117.5207,279.583,40.8593,987.916
2019-04-27,13:00,117.5415,280.032,37.6132,967.284
2019-04-27,13:30,117.5624,279.534,36.8544,637.932
2019-04-27,14:00,117.5832,279.989,34.4560,587.870
2019-04-27,14:30,117.6040,280.634,38.3876,717.704
2019-04-27,15:00,117.6249,281.186,33.7391,805.479
2019-04-27,15:30,117.6457,282.079,27.3109,745.046
2019-04-27,16:00,117.6665,281.899,26.8162,644.438
2019-04-27,16:30,117.6873,282.026,27.1108,539.432
2019-04-27,17:00,117.7082,281.948,27.7721,428.757
2019-04-27,17:30,117.7290,281.692,28.1485,310.562
2019-04-27,18:00,117.7498,281.471,31.1486,200.269
2019-04-27,18:30,117.7707,280.680,35.1065,84.2406
2019-04-27,19:00,117.7915,280.123,36.0406,14.2669
2019-04-27,19:30,117.8123,279.609,37.6773,-4.13605
2019-04-27,20:00,117.8332,279.665,39.9958,-4.82228
2019-04-27,20:30,117.8540,279.580,40.3421,-4.94068
2019-04-27,21:00,117.8748,279.038,41.9951,-5.30851
2019-04-27,21:30,117.8956,278.103,41.8740,-5.16613
2019-04-27,22:00,117.9165,277.364,41.8169,-5.03594
2019-04-27,22:30,117.9373,277.059,40.2556,-4.95371
2019-04-27,23:00,117.9581,276.979,41.8942,-4.84305
2019-04-27,23:30,117.9790,276.458,43.3895,-4.91953
2019-04-28,00:00,118.0000,276.745,42.3501,-4.61683
2019-04-28,00:30,118.0208,276.557,45.6141,-5.08951
2019-04-28,01:00,118.0416,276.033,46.4780,-4.85366
2019-04-28,01:30,118.0624,275.995,48.2336,-4.78421
2019-04-28,02:00,118.0833,275.763,49.5846,-4.95197
2019-04-28,02:30,118.1041,275.510,48.3717,-4.64772
2019-04-28,03:00,118.1249,275.924,48.9152,-4.41583
2019-04-28,03:30,118.1458,276.154,49.6641,-4.49227
2019-04-28,04:00,118.1666,276.240,50.2729,-3.62405
2019-04-28,04:30,118.1874,276.081,54.4129,-3.82614
2019-04-28,05:00,118.2082,275.924,53.5971,-3.16153
2019-04-28,05:30,118.2291,276.273,51.7433,24.6812
2019-04-28,06:00,118.2499,276.811,50.3465,111.890
2019-04-28,06:30,118.2707,278.507,46.0241,239.909
2019-04-28,07:00,118.2916,279.313,51.7228,204.556
2019-04-28,07:30,118.3124,279.764,51.7050,441.719
2019-04-28,08:00,118.3332,279.830,55.5086,565.863
2019-04-28,08:30,118.3541,280.200,52.8844,641.600
2019-04-28,09:00,118.3749,279.041,64.1094,220.743
2019-04-28,09:30,118.3957,278.754,60.6263,164.480
2019-04-28,10:00,118.4166,279.698,51.1523,629.771
2019-04-28,10:30,118.4374,280.766,52.4918,527.899
2019-04-28,11:00,118.4582,280.735,45.4471,509.916
2019-04-28,11:30,118.4790,282.030,41.4856,551.726
2019-04-28,12:00,118.4999,282.189,38.2358,472.164
2019-04-28,12:30,118.5207,282.193,35.0960,319.731
2019-04-28,13:00,118.5415,281.933,32.3104,305.682
2019-04-28,13:30,118.5624,282.405,33.0817,428.757
2019-04-28,14:00,118.5832,282.729,32.9882,471.405
2019-04-28,14:30,118.6040,282.581,49.1402,636.499
2019-04-28,15:00,118.6249,280.492,54.8751,579.916
2019-04-28,15:30,118.6457,279.755,56.8906,358.765
2019-04-28,16:00,118.6665,278.401,62.3087,328.853
2019-04-28,16:30,118.6873,277.895,49.0889,134.870
2019-04-28,17:00,118.7082,278.895,38.1576,140.722
2019-04-28,17:30,118.7290,278.743,30.8556,162.398
2019-04-28,18:00,118.7498,277.931,25.7479,152.032
2019-04-28,18:30,118.7707,276.669,25.7511,42.7602
2019-04-28,19:00,118.7915,275.318,26.8841,3.93514
2019-04-28,19:30,118.8123,274.649,25.4807,-3.36458
2019-04-28,20:00,118.8332,274.163,30.4968,-4.49328
2019-04-28,20:30,118.8540,273.448,34.0959,-4.89522
2019-04-28,21:00,118.8748,272.797,37.8718,-5.32561
2019-04-28,21:30,118.8956,271.511,69.5774,-6.81063
2019-04-28,22:00,118.9165,270.654,41.5898,-4.61136
2019-04-28,22:30,118.9373,271.331,41.7850,-4.49632
2019-04-28,23:00,118.9581,270.400,67.6287,-4.77717
2019-04-28,23:30,118.9790,269.609,74.3573,-3.18961
2019-04-29,00:00,119.0000,269.272,74.0280,-2.61080
2019-04-29,00:30,119.0208,268.703,80.0874,-5.05259
2019-04-29,01:00,119.0416,267.275,76.0057,-5.65836
2019-04-29,01:30,119.0624,266.252,78.7684,-5.40233
2019-04-29,02:00,119.0833,265.591,81.4129,-5.41700
2019-04-29,02:30,119.1041,265.041,79.3026,-5.18666
2019-04-29,03:00,119.1249,264.555,80.9988,-5.20183
2019-04-29,03:30,119.1458,264.241,81.2452,-4.72706
2019-04-29,04:00,119.1666,263.892,78.8646,-3.94430
2019-04-29,04:30,119.1874,263.542,78.8743,-3.57086
2019-04-29,05:00,119.2082,263.236,80.3318,-3.39228
2019-04-29,05:30,119.2291,263.281,77.9701,27.6230
2019-04-29,06:00,119.2499,263.648,72.8236,68.8364
2019-04-29,06:30,119.2707,263.762,72.3021,61.7625
2019-04-29,07:00,119.2916,264.224,72.6107,58.9378
2019-04-29,07:30,119.3124,264.245,75.6205,75.4348
2019-04-29,08:00,119.3332,264.325,79.5674,89.6188
2019-04-29,08:30,119.3541,264.093,85.9746,107.788
2019-04-29,09:00,119.3749,264.318,84.9057,206.304
2019-04-29,09:30,119.3957,264.528,88.0852,176.352
2019-04-29,10:00,119.4166,264.602,89.1107,143.533
2019-04-29,10:30,119.4374,265.210,88.9358,216.232
2019-04-29,11:00,119.4582,266.238,87.9551,304.313
2019-04-29,11:30,119.4790,266.466,89.8046,179.587
2019-04-29,12:00,119.4999,267.178,90.0786,194.430
2019-04-29,12:30,119.5207,267.507,91.9126,197.556
2019-04-29,13:00,119.5415,268.083,91.2501,214.682
2019-04-29,13:30,119.5624,268.415,91.1682,200.726
2019-04-29,14:00,119.5832,269.040,92.4068,256.989
2019-04-29,14:30,119.6040,269.152,91.8101,193.779
2019-04-29,15:00,119.6249,269.555,90.7852,230.735
2019-04-29,15:30,119.6457,269.222,93.0430,105.041
2019-04-29,16:00,119.6665,269.109,94.0527,104.073
2019-04-29,16:30,119.6873,269.320,94.7311,93.0635
2019-04-29,17:00,119.7082,269.732,94.8912,95.5109
2019-04-29,17:30,119.7290,269.862,95.4207,42.0652
2019-04-29,18:00,119.7498,269.683,96.2958,12.5238
2019-04-29,18:30,119.7707,269.427,97.6231,5.27016
2019-04-29,19:00,119.7915,269.403,98.0150,2.66800
2019-04-29,19:30,119.8123,268.936,97.1148,-0.351702E-01
2019-04-29,20:00,119.8332,268.337,96.8495,-0.137297
2019-04-29,20:30,119.8540,268.016,97.4385,0.117009
2019-04-29,21:00,119.8748,268.207,97.6314,0.377445
2019-04-29,21:30,119.8956,268.469,98.2128,0.463353
2019-04-29,22:00,119.9165,268.989,99.2356,0.259747
2019-04-29,22:30,119.9373,269.713,99.3292,0.173840
2019-04-29,23:00,119.9581,269.846,99.0925,0.215771
2019-04-29,23:30,119.9790,269.926,99.6766,0.160978
2019-04-30,00:00,120.0000,270.027,98.3867,0.323297
2019-04-30,00:30,120.0208,268.926,98.4129,0.870466
2019-04-30,01:00,120.0416,269.037,99.4957,0.112276
2019-04-30,01:30,120.0624,269.499,99.7105,-0.541105
2019-04-30,02:00,120.0833,270.391,99.9295,-1.32708
2019-04-30,02:30,120.1041,271.584,99.9305,-0.606048
2019-04-30,03:00,120.1249,271.669,99.9331,-0.642515
2019-04-30,03:30,120.1458,272.466,97.9590,-0.915055
2019-04-30,04:00,120.1666,272.535,97.1249,-1.33293
2019-04-30,04:30,120.1874,272.854,98.4606,-1.17938
2019-04-30,05:00,120.2082,272.791,96.1701,-1.06099
2019-04-30,05:30,120.2291,272.780,98.5641,0.985876
2019-04-30,06:00,120.2499,272.824,95.7875,4.36476
2019-04-30,06:30,120.2707,272.916,98.5997,13.4909
2019-04-30,07:00,120.2916,272.883,98.4151,39.1496
2019-04-30,07:30,120.3124,273.091,97.4132,44.1946
2019-04-30,08:00,120.3332,272.736,99.1657,53.5824
2019-04-30,08:30,120.3541,272.663,97.5806,78.9778
2019-04-30,09:00,120.3749,272.789,95.4217,104.094
2019-04-30,09:30,120.3957,272.976,88.6984,118.808
2019-04-30,10:00,120.4166,273.395,87.3086,136.584
2019-04-30,10:30,120.4374,273.671,85.5479,185.873
2019-04-30,11:00,120.4582,273.873,82.3687,295.790
2019-04-30,11:30,120.4790,274.089,91.6985,478.610
2019-04-30,12:00,120.4999,272.760,95.0723,311.684
2019-04-30,12:30,120.5207,272.547,89.4247,430.890
2019-04-30,13:00,120.5415,272.659,91.4697,440.656
2019-04-30,13:30,120.5624,272.216,95.3647,182.263
2019-04-30,14:00,120.5832,273.266,83.3539,753.039
2019-04-30,14:30,120.6040,274.460,86.5526,762.739
2019-04-30,15:00,120.6249,273.290,88.5201,346.443
2019-04-30,15:30,120.6457,273.683,79.1269,374.930
2019-04-30,16:00,120.6665,274.634,84.6904,902.934
2019-04-30,16:30,120.6873,272.474,97.1405,306.587
2019-04-30,17:00,120.7082,270.726,99.9166,99.9144
2019-04-30,17:30,120.7290,270.356,99.9314,134.588
2019-04-30,18:00,120.7498,269.984,99.9104,43.5778
2019-04-30,18:30,120.7707,269.716,99.9291,25.3006
2019-04-30,19:00,120.7915,269.673,99.9185,8.22660
2019-04-30,19:30,120.8123,269.755,99.9148,0.211653
2019-04-30,20:00,120.8332,269.851,99.9116,-0.100085
2019-04-30,20:30,120.8540,269.996,99.9259,-0.436846
2019-04-30,21:00,120.8748,270.220,99.9243,-0.254946
2019-04-30,21:30,120.8956,270.749,99.9081,0.211671
2019-04-30,22:00,120.9165,271.173,99.8894,0.872376E-01
2019-04-30,22:30,120.9373,271.151,99.9264,-0.344876
2019-04-30,23:00,120.9581,271.100,99.9345,-0.540934E-02
2019-04-30,23:30,120.9790,271.333,99.9230,0.150799
2019-05-01,00:00,121.0000,271.747,99.9445,0.216392
2019-05-01,00:30,121.0208,271.185,99.9317,-0.536254
2019-05-01,01:00,121.0416,270.655,99.9072,-0.229243
2019-05-01,01:30,121.0624,270.589,99.9101,-0.231279
2019-05-01,02:00,121.0833,270.426,99.9187,-1.21185
2019-05-01,02:30,121.1041,270.166,99.9190,-0.967064
2019-05-01,03:00,121.1249,270.106,99.9068,-0.133905
2019-05-01,03:30,121.1458,270.090,99.9212,-0.167721
2019-05-01,04:00,121.1666,269.152,98.2858,-0.938022
2019-05-01,04:30,121.1874,268.273,95.9131,-0.743281
2019-05-01,05:00,121.2082,267.858,95.4525,-0.953666
2019-05-01,05:30,121.2291,267.633,94.6198,5.86430
2019-05-01,06:00,121.2499,267.416,94.5457,27.0775
2019-05-01,06:30,121.2707,267.317,95.1304,76.4858
2019-05-01,07:00,121.2916,267.746,92.0239,215.634
2019-05-01,07:30,121.3124,268.166,89.6755,291.002
2019-05-01,08:00,121.3332,268.415,86.0560,389.237
2019-05-01,08:30,121.3541,268.537,83.5736,610.237
2019-05-01,09:00,121.3749,268.363,80.2252,771.314
2019-05-01,09:30,121.3957,268.909,76.8336,869.832
2019-05-01,10:00,121.4166,269.112,75.0175,943.720
2019-05-01,10:30,121.4374,269.521,69.3409,1047.15
2019-05-01,11:00,121.4582,269.528,65.8582,1039.22
2019-05-01,11:30,121.4790,269.506,68.2361,1065.84
2019-05-01,12:00,121.4999,269.936,63.3205,1101.80
2019-05-01,12:30,121.5207,270.441,62.2565,1087.14
2019-05-01,13:00,121.5415,270.693,60.6774,988.777
2019-05-01,13:30,121.5624,270.505,62.1467,849.772
2019-05-01,14:00,121.5832,270.922,60.9115,836.420
2019-05-01,14:30,121.6040,270.168,62.0980,556.526
2019-05-01,15:00,121.6249,270.343,59.6356,564.360
2019-05-01,15:30,121.6457,270.110,62.6468,458.367
2019-05-01,16:00,121.6665,270.424,53.5889,479.356
2019-05-01,16:30,121.6873,270.892,50.9432,433.223
2019-05-01,17:00,121.7082,271.544,46.5017,473.138
2019-05-01,17:30,121.7290,271.612,41.2013,373.052
2019-05-01,18:00,121.7498,271.534,45.7566,274.259
2019-05-01,18:30,121.7707,270.770,52.5713,107.633
2019-05-01,19:00,121.7915,270.077,50.8278,20.4231
2019-05-01,19:30,121.8123,269.247,55.5537,-3.95856
2019-05-01,20:00,121.8332,268.457,61.9671,-5.42181
2019-05-01,20:30,121.8540,267.876,64.7950,-5.00682
2019-05-01,21:00,121.8748,267.705,67.4468,-5.12349
2019-05-01,21:30,121.8956,267.152,66.0182,-5.08522
2019-05-01,22:00,121.9165,266.975,70.8809,-4.51451
2019-05-01,22:30,121.9373,266.813,73.9486,-3.97003
2019-05-01,23:00,121.9581,267.084,73.8818,-4.62376
2019-05-01,23:30,121.9790,266.291,75.6073,-5.02237
2019-05-02,00:00,122.0000,266.477,76.3166,-4.00828
2019-05-02,00:30,122.0208,266.941,78.5762,-3.79791
2019-05-02,01:00,122.0416,267.005,80.9202,-4.23306
2019-05-02,01:30,122.0624,267.184,79.4396,-4.10178
2019-05-02,02:00,122.0833,267.299,79.9581,-4.52054
2019-05-02,02:30,122.1041,267.419,78.3248,-4.27011
2019-05-02,03:00,122.1249,267.723,77.4839,-4.34919
2019-05-02,03:30,122.1458,267.469,79.8621,-4.82549
2019-05-02,04:00,122.1666,267.596,76.4152,-4.09406
2019-05-02,04:30,122.1874,267.805,77.4982,-4.56496
2019-05-02,05:00,122.2082,267.508,76.4527,-2.91338
2019-05-02,05:30,122.2291,268.112,74.6524,29.1247
2019-05-02,06:00,122.2499,268.911,69.2772,116.027
2019-05-02,06:30,122.2707,270.286,60.8123,220.452
2019-05-02,07:00,122.2916,271.226,57.0400,332.120
2019-05-02,07:30,122.3124,271.861,52.8179,446.904
2019-05-02,08:00,122.3332,272.600,48.1684,554.208
2019-05-02,08:30,122.3541,272.956,48.1919,661.811
2019-05-02,09:00,122.3749,273.412,45.0172,694.878
2019-05-02,09:30,122.3957,273.886,39.3434,838.377
2019-05-02,10:00,122.4166,274.466,37.5706,956.728
2019-05-02,10:30,122.4374,274.296,41.3388,750.481
2019-05-02,11:00,122.4582,273.988,38.7731,592.349
2019-05-02,11:30,122.4790,274.605,35.4586,720.650
2019-05-02,12:00,122.4999,274.644,33.8604,731.240
2019-05-02,12:30,122.5207,275.081,29.3890,844.783
2019-05-02,13:00,122.5415,275.488,30.5239,858.340
2019-05-02,13:30,122.5624,275.884,30.6101,828.529
2019-05-02,14:00,122.5832,275.476,31.5520,618.560
2019-05-02,14:30,122.6040,275.693,32.8544,624.916
2019-05-02,15:00,122.6249,276.084,31.6888,743.608
2019-05-02,15:30,122.6457,275.533,36.3958,377.643
2019-05-02,16:00,122.6665,275.385,39.8519,326.006
2019-05-02,16:30,122.6873,275.043,36.2985,218.828
2019-05-02,17:00,122.7082,275.879,34.1280,380.753
2019-05-02,17:30,122.7290,275.452,37.1429,239.728
2019-05-02,18:00,122.7498,275.790,35.7540,225.689
2019-05-02,18:30,122.7707,274.957,41.4957,90.4245
2019-05-02,19:00,122.7915,274.033,42.4851,18.6457
2019-05-02,19:30,122.8123,273.399,44.3887,-3.61782
2019-05-02,20:00,122.8332,272.763,48.5159,-5.33472
2019-05-02,20:30,122.8540,272.490,47.8340,-4.79416
2019-05-02,21:00,122.8748,272.805,47.7065,-4.71862
2019-05-02,21:30,122.8956,272.821,48.5265,-4.71185
2019-05-02,22:00,122.9165,272.472,51.4128,-4.66933
2019-05-02,22:30,122.9373,272.286,54.1456,-3.60774
2019-05-02,23:00,122.9581,272.356,59.1840,-2.05043
2019-05-02,23:30,122.9790,272.160,82.9800,-1.30653
2019-05-03,00:00,123.0000,271.579,77.1861,-1.01166
2019-05-03,00:30,123.0208,271.204,74.9185,-1.18273
2019-05-03,01:00,123.0416,271.184,71.0309,-2.75500
2019-05-03,01:30,123.0624,271.027,65.6070,-4.20835
2019-05-03,02:00,123.0833,270.872,62.6471,-4.54669
2019-05-03,02:30,123.1041,270.776,59.3714,-4.47184
2019-05-03,03:00,123.1249,270.456,58.4200,-4.80682
2019-05-03,03:30,123.1458,270.238,57.5575,-3.50292
2019-05-03,04:00,123.1666,270.446,56.9704,-4.01849
2019-05-03,04:30,123.1874,270.687,55.7885,-4.38649
2019-05-03,05:00,123.2082,270.861,55.4805,-3.16686
2019-05-03,05:30,123.2291,270.781,56.7983,25.2301
2019-05-03,06:00,123.2499,271.082,53.8417,106.302
2019-05-03,06:30,123.2707,272.117,50.3493,209.118
2019-05-03,07:00,123.2916,273.068,48.3847,320.113
2019-05-03,07:30,123.3124,273.731,46.5382,434.839
2019-05-03,08:00,123.3332,274.650,44.3313,546.414
2019-05-03,08:30,123.3541,275.022,41.3462,610.518
2019-05-03,09:00,123.3749,275.293,36.0387,766.105
2019-05-03,09:30,123.3957,275.687,35.1625,839.805
2019-05-03,10:00,123.4166,276.439,32.9606,905.746
2019-05-03,10:30,123.4374,276.831,32.2819,963.295
2019-05-03,11:00,123.4582,277.327,28.8533,1009.29
2019-05-03,11:30,123.4790,278.035,32.1784,1038.39
2019-05-03,12:00,123.4999,278.485,30.0130,1052.91
2019-05-03,12:30,123.5207,278.567,29.4752,1057.31
2019-05-03,13:00,123.5415,278.930,26.8125,1042.61
2019-05-03,13:30,123.5624,279.448,25.8721,1010.51
2019-05-03,14:00,123.5832,279.722,26.3336,932.818
2019-05-03,14:30,123.6040,280.206,27.3824,935.721
2019-05-03,15:00,123.6249,280.102,27.5269,692.359
2019-05-03,15:30,123.6457,279.714,28.4145,551.794
2019-05-03,16:00,123.6665,279.807,26.9041,455.401
2019-05-03,16:30,123.6873,280.535,26.0702,538.541
2019-05-03,17:00,123.7082,279.922,25.7372,274.780
2019-05-03,17:30,123.7290,279.822,29.0178,245.835
2019-05-03,18:00,123.7498,279.223,30.5167,143.209
2019-05-03,18:30,123.7707,278.724,35.3276,70.2162
2019-05-03,19:00,123.7915,278.038,36.8869,28.3312
2019-05-03,19:30,123.8123,277.176,41.2079,-3.09132
2019-05-03,20:00,123.8332,276.106,45.1473,-5.57881
2019-05-03,20:30,123.8540,275.522,45.4684,-5.25085
2019-05-03,21:00,123.8748,274.944,46.1487,-4.89229
2019-05-03,21:30,123.8956,274.795,44.5210,-4.53036
2019-05-03,22:00,123.9165,274.966,45.9411,-2.98375
2019-05-03,22:30,123.9373,274.417,48.1613,-4.04686
2019-05-03,23:00,123.9581,274.422,47.4745,-3.48573
2019-05-03,23:30,123.9790,274.355,49.2397,-4.67724
2019-05-04,00:00,124.0000,273.582,50.6045,-5.07420
